tridt"isTransport"tcidtectaccessiontname
612t29667t"true"t1283t('nan',)tCHEBI:15377tH2O
614t29671t"true"t3017t('nan',)tCHEBI:29108tCa(2+)
616t29675t"true"t2441t('nan',)tCHEBI:17754tglycerol
618t29679t"true"t3001t('nan',)tCHEBI:15740t"formate"
620t29699t"true"t6469t('nan',)tCHEBI:28262t"dimethyl sulfoxide"
622t29703t"true"t1223t('nan',)tCHEBI:57762tL-valine
624t29711t"true"t4631t('nan',)tCHEBI:58384tcadaverine
625t29711t"true"t3249t('nan',)tCHEBI:15378tH(+)
628t29723t"true"t3124t('nan',)tCHEBI:36655t"glyoxylate"
630t29731t"true"t1683t('nan',)tCHEBI:18147t"beta-maltose"
632t29743t"true"t4466t('nan',)tCHEBI:225237t"2-phenylethylamine"
634t29747t"true"t5401t('nan',)tCHEBI:51057t"3-phenylpropanoate"
636t29751t"true"t3307t('nan',)tCHEBI:13705t"acetoacetate"
638t29755t"true"t10469t('nan',)tCHEBI:83088t"(R)-lipoate"
640t29759t"true"t6319t('nan',)tCHEBI:25646t"octanoate"
642t29763t"true"t6452t('nan',)tCHEBI:61401t"L-alanyl-gamma-D-glutamyl-meso-diaminoheptanedioate"
644t29767t"true"t3383t('7.4.2.11',)tCHEBI:57932t"D-methionine"
646t29771t"true"t5357t('nan',)tCHEBI:48597t"arsenate"
648t29779t"true"t2530t('7.4.2.11',)tCHEBI:57844t"L-methionine"
650t29783t"true"t2467t('nan',)tCHEBI:35235t"L-cysteine"
652t29787t"true"t4810t('nan',)tCHEBI:57925t"glutathione"
654t29791t"true"t4810t('7.4.2.10',)tCHEBI:57925t"glutathione"
656t29795t"true"t6372t('7.2.2.20',)tCHEBI:30616tATP
657t29795t"true"t1283t('7.2.2.20',)tCHEBI:15377tH2O
658t29795t"true"t1073t('7.2.2.20',)tCHEBI:29105tZn(2+)
659t29795t"true"t2710t('7.2.2.20',)tCHEBI:456216tADP
660t29795t"true"t3249t('7.2.2.20',)tCHEBI:15378tH(+)
661t29795t"true"t5518t('7.2.2.20',)tCHEBI:43474t"phosphate"
663t29799t"true"t11226t('7.5.2.8',)tCHEBI:40822tD-allose
665t29803t"true"t1223t('nan',)tCHEBI:57762tL-valine
667t29807t"true"t5115t('nan',)tCHEBI:57427tL-leucine
669t29811t"true"t4164t('7.6.2.15',)tCHEBI:18385t"thiamine"
671t29815t"true"t2793t('nan',)tCHEBI:60039tL-proline
673t29819t"true"t2660t('nan',)tCHEBI:58045tL-isoleucine
675t29823t"true"t5440t('nan',)tCHEBI:17996tchloride
677t29827t"true"t5136t('nan',)tCHEBI:18420tMg(2+)
679t29831t"true"t1427t('nan',)tCHEBI:49786tNi(2+)
681t29835t"true"t4453t('nan',)tCHEBI:12931t"D-galactonate"
682t29835t"true"t3249t('nan',)tCHEBI:15378tH(+)
685t29871t"true"t5659t('7.3.2.3',)tCHEBI:33542t"thiosulfate"
687t29879t"true"t3912t('7.4.2.1',)tCHEBI:32682tL-arginine
689t29883t"true"t1826t('7.4.2.1',)tCHEBI:46911t"L-ornithine"
691t29887t"true"t3235t('7.4.2.1',)tCHEBI:32551tL-lysine
693t29891t"true"t3613t('nan',)tCHEBI:57595t"L-histidine"
695t29895t"true"t4893t('nan',)tCHEBI:58359t"L-glutamine"
697t29899t"true"t6132t('7.5.2.13', '7.5.2.10')tCHEBI:53455tD-xylose
699t29903t"true"t6304t('7.5.2.7',)tCHEBI:47013tD-ribose
701t29927t"true"t2874t('nan',)tCHEBI:29032t"(R)-pantothenate"
702t29927t"true"t2426t('nan',)tCHEBI:29101tNa(+)
705t29935t"true"t1660t('nan',)tCHEBI:16040t"cytosine"
706t29935t"true"t3249t('nan',)tCHEBI:15378tH(+)
709t29939t"true"t3249t('nan',)tCHEBI:15378tH(+)
710t29939t"true"t5518t('nan',)tCHEBI:43474t"phosphate"
713t29943t"true"t2127t('nan',)tCHEBI:57990t"2-dehydro-3-deoxy-D-gluconate"
714t29943t"true"t3249t('nan',)tCHEBI:15378tH(+)
717t29947t"true"t3249t('nan',)tCHEBI:15378tH(+)
718t29947t"true"t6717t('nan',)tCHEBI:62346tL-rhamnopyranose
721t29951t"true"t3249t('nan',)tCHEBI:15378tH(+)
722t29951t"true"t4178t('nan',)tCHEBI:16704turidine
725t29955t"true"t3249t('nan',)tCHEBI:15378tH(+)
726t29955t"true"t4636t('nan',)tCHEBI:17748t"thymidine"
729t29963t"true"t3249t('nan',)tCHEBI:15378tH(+)
730t29963t"true"t1231t('nan',)tCHEBI:17596tinosine
733t29967t"true"t5154t('nan',)tCHEBI:16450t2'-deoxyuridine
734t29967t"true"t3249t('nan',)tCHEBI:15378tH(+)
737t29971t"true"t6258t('nan',)tCHEBI:28997t2'-deoxyinosine
738t29971t"true"t3249t('nan',)tCHEBI:15378tH(+)
741t29975t"true"t5580t('nan',)tCHEBI:15698t"2'-deoxycytidine"
742t29975t"true"t3249t('nan',)tCHEBI:15378tH(+)
